dataset,setting,candidate,seed,PR-AUC,ROC-AUC,category
speech,semi-supervised,semi_rdt_tail,555,3.9964290604561232,52.27093939037732,classical
vertebral,semi-supervised,semi_rdt_tail,555,24.093023904142914,56.12698412698413,classical
Waveform,semi-supervised,semi_rdt_tail,555,20.434297376887013,77.67464114832536,classical
Wilt,semi-supervised,semi_rdt_tail,555,24.43172690134067,81.89373559620414,classical
WPBC,semi-supervised,semi_rdt_tail,555,40.46573263667461,56.63493840985442,classical
CIFAR10,semi-supervised,semi_rdt_tail,555,22.197697939467663,74.05490494296578,cv
SVHN,semi-supervised,semi_rdt_tail,555,13.588108561985413,61.36978421739941,cv
Agnews,semi-supervised,semi_rdt_tail,555,9.68471616410502,51.68218947368422,nlp
Amazon,semi-supervised,semi_rdt_tail,555,11.289688006563203,58.70427368421052,nlp
Imdb,semi-supervised,semi_rdt_tail,555,9.714529477219426,52.350357894736845,nlp
Yelp,semi-supervised,semi_rdt_tail,555,12.213227594198397,60.288863157894745,nlp
20newsgroups,semi-supervised,semi_rdt_tail,555,14.356575101098196,69.46857638274533,nlp
ALOI,semi-supervised,semi_cvnlp_ftp,111,10.652608345598862,58.5183978594265,classical
celeba,semi-supervised,semi_cvnlp_ftp,111,11.740529006709155,76.69244571441875,classical
census,semi-supervised,semi_cvnlp_ftp,111,20.497355681597497,70.8796583541658,classical
glass,semi-supervised,semi_cvnlp_ftp,111,31.949259472581144,86.08414239482201,classical
optdigits,semi-supervised,semi_cvnlp_ftp,111,38.065460690381705,95.71733122779312,classical
speech,semi-supervised,semi_cvnlp_ftp,111,4.49427780970544,51.85409564800665,classical
vertebral,semi-supervised,semi_cvnlp_ftp,111,28.015692652112367,60.7936507936508,classical
Waveform,semi-supervised,semi_cvnlp_ftp,111,16.736285642650788,75.497009569378,classical
Wilt,semi-supervised,semi_cvnlp_ftp,111,18.495415235979944,71.99944730364354,classical
WPBC,semi-supervised,semi_cvnlp_ftp,111,39.8801466665726,55.90705487122061,classical
CIFAR10,semi-supervised,semi_cvnlp_ftp,111,26.39994238843609,75.24532319391633,cv
SVHN,semi-supervised,semi_cvnlp_ftp,111,16.074053285731114,64.65285119084633,cv
Agnews,semi-supervised,semi_cvnlp_ftp,111,15.595400749123856,65.7941052631579,nlp
Amazon,semi-supervised,semi_cvnlp_ftp,111,12.51399906505711,61.87810526315789,nlp
Imdb,semi-supervised,semi_cvnlp_ftp,111,9.649257883981251,51.52250526315789,nlp
Yelp,semi-supervised,semi_cvnlp_ftp,111,17.793191890130284,69.86153684210527,nlp
20newsgroups,semi-supervised,semi_cvnlp_ftp,111,20.23248726612957,72.7374464772285,nlp
ALOI,semi-supervised,semi_cvnlp_ftp,222,10.981899274425052,58.48867396208133,classical
celeba,semi-supervised,semi_cvnlp_ftp,222,9.951197271683077,72.41310782682,classical
census,semi-supervised,semi_cvnlp_ftp,222,20.92950092558789,71.43577737212479,classical
glass,semi-supervised,semi_cvnlp_ftp,222,34.8908553320318,93.20388349514563,classical
optdigits,semi-supervised,semi_cvnlp_ftp,222,42.58188037912626,96.35609948677455,classical
speech,semi-supervised,semi_cvnlp_ftp,222,4.473876215852959,54.09293535757237,classical
vertebral,semi-supervised,semi_cvnlp_ftp,222,20.839123277470247,49.17460317460317,classical
Waveform,semi-supervised,semi_cvnlp_ftp,222,16.424854670382704,74.88995215311004,classical
Wilt,semi-supervised,semi_cvnlp_ftp,222,20.424920262169096,75.75863545410658,classical
WPBC,semi-supervised,semi_cvnlp_ftp,222,40.269685670814056,50.41993281075028,classical
CIFAR10,semi-supervised,semi_cvnlp_ftp,222,24.702513698705243,74.19878326996198,cv
SVHN,semi-supervised,semi_cvnlp_ftp,222,15.893523339425247,65.18624463652758,cv
Agnews,semi-supervised,semi_cvnlp_ftp,222,14.660182010922501,65.21269473684211,nlp
Amazon,semi-supervised,semi_cvnlp_ftp,222,11.98792320129773,60.63865263157895,nlp
Imdb,semi-supervised,semi_cvnlp_ftp,222,9.456617908403805,51.48263157894737,nlp
Yelp,semi-supervised,semi_cvnlp_ftp,222,16.79533608936903,66.40376842105265,nlp
20newsgroups,semi-supervised,semi_cvnlp_ftp,222,18.463502033392913,72.42250256555434,nlp
ALOI,semi-supervised,semi_cvnlp_ftp,333,11.19734399551014,58.20413533739075,classical
celeba,semi-supervised,semi_cvnlp_ftp,333,12.016656667796715,76.75155186799833,classical
census,semi-supervised,semi_cvnlp_ftp,333,20.18949158549142,71.23844528709125,classical
glass,semi-supervised,semi_cvnlp_ftp,333,25.938593332630962,88.3495145631068,classical
optdigits,semi-supervised,semi_cvnlp_ftp,333,41.910138228202385,96.33530727727332,classical
speech,semi-supervised,semi_cvnlp_ftp,333,4.054922339386453,53.09558471150977,classical
vertebral,semi-supervised,semi_cvnlp_ftp,333,29.900112353557745,59.96825396825397,classical
Waveform,semi-supervised,semi_cvnlp_ftp,333,13.37027487691011,74.32655502392345,classical
Wilt,semi-supervised,semi_cvnlp_ftp,333,22.722552187421485,77.96686210055321,classical
WPBC,semi-supervised,semi_cvnlp_ftp,333,37.00711874063578,51.87569988801792,classical
CIFAR10,semi-supervised,semi_cvnlp_ftp,333,22.78290759883524,73.32273764258555,cv
SVHN,semi-supervised,semi_cvnlp_ftp,333,17.236815032018892,64.89241962564518,cv
Agnews,semi-supervised,semi_cvnlp_ftp,333,14.593306200575748,64.44298947368422,nlp
Amazon,semi-supervised,semi_cvnlp_ftp,333,12.067538071716358,61.34568421052632,nlp
Imdb,semi-supervised,semi_cvnlp_ftp,333,9.028909842945914,49.50901052631579,nlp
Yelp,semi-supervised,semi_cvnlp_ftp,333,20.285964442386117,71.36458947368422,nlp
20newsgroups,semi-supervised,semi_cvnlp_ftp,333,22.415889401061573,73.36733430057681,nlp
ALOI,semi-supervised,semi_cvnlp_ftp,444,10.989860316352885,58.278835149086476,classical
celeba,semi-supervised,semi_cvnlp_ftp,444,10.315861758681766,73.83326565338436,classical
census,semi-supervised,semi_cvnlp_ftp,444,20.890582677059427,71.41913512116321,classical
glass,semi-supervised,semi_cvnlp_ftp,444,39.064442555624595,81.33764832793959,classical
optdigits,semi-supervised,semi_cvnlp_ftp,444,40.26086217744627,96.12449006448217,classical
speech,semi-supervised,semi_cvnlp_ftp,444,5.583834242653597,53.65258198981853,classical
vertebral,semi-supervised,semi_cvnlp_ftp,444,25.25351078682997,58.34920634920635,classical
Waveform,semi-supervised,semi_cvnlp_ftp,444,17.11917467128769,74.88038277511961,classical
Wilt,semi-supervised,semi_cvnlp_ftp,444,19.22012263725785,74.49545134310334,classical
WPBC,semi-supervised,semi_cvnlp_ftp,444,36.025653719310355,49.07614781634938,classical
CIFAR10,semi-supervised,semi_cvnlp_ftp,444,25.490531550513623,74.67239543726235,cv
SVHN,semi-supervised,semi_cvnlp_ftp,444,15.013126025534994,64.42867358995088,cv
Agnews,semi-supervised,semi_cvnlp_ftp,444,13.941162442955251,62.32244210526316,nlp
Amazon,semi-supervised,semi_cvnlp_ftp,444,12.125879974311472,60.93136842105263,nlp
Imdb,semi-supervised,semi_cvnlp_ftp,444,9.661334116225657,52.60391578947369,nlp
Yelp,semi-supervised,semi_cvnlp_ftp,444,16.516745601629935,67.23745263157895,nlp
20newsgroups,semi-supervised,semi_cvnlp_ftp,444,18.06759093281999,70.94200077851303,nlp
ALOI,semi-supervised,semi_cvnlp_ftp,555,10.023643122525927,57.4206820553986,classical
celeba,semi-supervised,semi_cvnlp_ftp,555,13.064271227705731,77.73805950672104,classical
census,semi-supervised,semi_cvnlp_ftp,555,21.0671442098014,71.65102185925714,classical
glass,semi-supervised,semi_cvnlp_ftp,555,33.39951676866733,87.91801510248112,classical
optdigits,semi-supervised,semi_cvnlp_ftp,555,37.74356479242591,95.55283589946046,classical
speech,semi-supervised,semi_cvnlp_ftp,555,3.8796003206846295,52.81708607235539,classical
vertebral,semi-supervised,semi_cvnlp_ftp,555,28.217036280972728,61.36507936507937,classical
Waveform,semi-supervised,semi_cvnlp_ftp,555,12.194851847260276,69.99372009569379,classical
Wilt,semi-supervised,semi_cvnlp_ftp,555,23.133095874605523,77.96003868874496,classical
WPBC,semi-supervised,semi_cvnlp_ftp,555,41.6795255614398,58.70660694288914,classical
CIFAR10,semi-supervised,semi_cvnlp_ftp,555,26.24160930954826,74.72912547528517,cv
SVHN,semi-supervised,semi_cvnlp_ftp,555,16.660452703634704,64.98243268453454,cv
Agnews,semi-supervised,semi_cvnlp_ftp,555,14.69687942482748,64.41574736842107,nlp
Amazon,semi-supervised,semi_cvnlp_ftp,555,11.913254445358003,60.78616842105262,nlp
Imdb,semi-supervised,semi_cvnlp_ftp,555,8.940721142658042,49.083494736842106,nlp
Yelp,semi-supervised,semi_cvnlp_ftp,555,16.930688886094707,67.82012631578948,nlp
20newsgroups,semi-supervised,semi_cvnlp_ftp,555,20.57518567079279,73.73005060334762,nlp
ALOI,semi-supervised,semi_cvnlp_taps_004,111,9.338777751120524,58.122133998814306,classical
celeba,semi-supervised,semi_cvnlp_taps_004,111,12.977272012868745,77.55108508800059,classical
census,semi-supervised,semi_cvnlp_taps_004,111,20.435829565395533,71.17923345216825,classical
glass,semi-supervised,semi_cvnlp_taps_004,111,34.239809767658585,88.67313915857605,classical
optdigits,semi-supervised,semi_cvnlp_taps_004,111,26.266221706353953,92.70272404263719,classical
speech,semi-supervised,semi_cvnlp_taps_004,111,4.125267696835588,52.621775338402976,classical
vertebral,semi-supervised,semi_cvnlp_taps_004,111,41.80308131826338,74.31746031746033,classical
Waveform,semi-supervised,semi_cvnlp_taps_004,111,12.508135206684162,71.53708133971293,classical
Wilt,semi-supervised,semi_cvnlp_taps_004,111,20.074850191457177,76.09810019156727,classical
WPBC,semi-supervised,semi_cvnlp_taps_004,111,42.404024135599926,56.88689809630459,classical
CIFAR10,semi-supervised,semi_cvnlp_taps_004,111,24.868436192400463,74.32486692015209,cv
SVHN,semi-supervised,semi_cvnlp_taps_004,111,15.578899913346293,64.60496859648032,cv
Agnews,semi-supervised,semi_cvnlp_taps_004,111,14.782745540557949,64.12277894736842,nlp
Amazon,semi-supervised,semi_cvnlp_taps_004,111,12.466223187422019,62.20816842105263,nlp
Imdb,semi-supervised,semi_cvnlp_taps_004,111,9.82765489760764,52.95338947368421,nlp
Yelp,semi-supervised,semi_cvnlp_taps_004,111,18.10304425524313,69.8762947368421,nlp
20newsgroups,semi-supervised,semi_cvnlp_taps_004,111,19.259144951507203,73.04619767153827,nlp
ALOI,semi-supervised,semi_cvnlp_taps_004,222,9.101371326767223,57.545514968074876,classical
celeba,semi-supervised,semi_cvnlp_taps_004,222,11.055357453598294,74.39923075963314,classical
census,semi-supervised,semi_cvnlp_taps_004,222,21.06878134290604,71.86801155956827,classical
glass,semi-supervised,semi_cvnlp_taps_004,222,35.56108963117804,85.97626752966559,classical
optdigits,semi-supervised,semi_cvnlp_taps_004,222,33.961250966183655,94.98749835504672,classical
speech,semi-supervised,semi_cvnlp_taps_004,222,3.675635342216993,53.36323275433345,classical
vertebral,semi-supervised,semi_cvnlp_taps_004,222,38.11781494069621,72.25396825396825,classical
Waveform,semi-supervised,semi_cvnlp_taps_004,222,12.958660447598202,72.75598086124401,classical
Wilt,semi-supervised,semi_cvnlp_taps_004,222,20.558839499138085,73.56627324011414,classical
WPBC,semi-supervised,semi_cvnlp_taps_004,222,38.13696800429444,49.88801791713326,classical
CIFAR10,semi-supervised,semi_cvnlp_taps_004,222,23.617618962706388,73.85855513307985,cv
SVHN,semi-supervised,semi_cvnlp_taps_004,222,15.452195722376171,64.92708786766993,cv
Agnews,semi-supervised,semi_cvnlp_taps_004,222,15.180258456702699,66.60067368421052,nlp
Amazon,semi-supervised,semi_cvnlp_taps_004,222,12.214821626658209,61.33726315789474,nlp
Imdb,semi-supervised,semi_cvnlp_taps_004,222,9.455020333398775,51.57850526315789,nlp
Yelp,semi-supervised,semi_cvnlp_taps_004,222,17.724838226736004,69.90109473684211,nlp
20newsgroups,semi-supervised,semi_cvnlp_taps_004,222,21.770164977829744,75.37156304186277,nlp
ALOI,semi-supervised,semi_cvnlp_taps_004,333,9.963027462089512,58.45063505057661,classical
celeba,semi-supervised,semi_cvnlp_taps_004,333,12.934698089654322,77.04207831874274,classical
census,semi-supervised,semi_cvnlp_taps_004,333,20.398978768513604,71.68405223502718,classical
glass,semi-supervised,semi_cvnlp_taps_004,333,23.973075910875973,87.16289104638619,classical
optdigits,semi-supervised,semi_cvnlp_taps_004,333,28.324270368133416,93.42808264245296,classical
speech,semi-supervised,semi_cvnlp_taps_004,333,4.258371961608617,53.180581049433506,classical
vertebral,semi-supervised,semi_cvnlp_taps_004,333,22.458827626115575,53.301587301587304,classical
Waveform,semi-supervised,semi_cvnlp_taps_004,333,12.961745945956116,73.70574162679425,classical
Wilt,semi-supervised,semi_cvnlp_taps_004,333,18.979867476839292,74.45638731050106,classical
WPBC,semi-supervised,semi_cvnlp_taps_004,333,35.938645159042395,51.25979843225083,classical
CIFAR10,semi-supervised,semi_cvnlp_taps_004,333,21.917339986760155,72.76836501901141,cv
SVHN,semi-supervised,semi_cvnlp_taps_004,333,16.81570297991414,64.59688452210683,cv
Agnews,semi-supervised,semi_cvnlp_taps_004,333,15.1826590377091,66.47587368421054,nlp
Amazon,semi-supervised,semi_cvnlp_taps_004,333,12.337076219489242,62.28968421052631,nlp
Imdb,semi-supervised,semi_cvnlp_taps_004,333,9.19171375951611,50.54176842105264,nlp
Yelp,semi-supervised,semi_cvnlp_taps_004,333,17.48587931454852,69.2889052631579,nlp
20newsgroups,semi-supervised,semi_cvnlp_taps_004,333,22.0031771705703,77.35102091369122,nlp
ALOI,semi-supervised,semi_cvnlp_taps_004,444,9.604322601105519,57.84392621768426,classical
celeba,semi-supervised,semi_cvnlp_taps_004,444,12.54676652972334,76.96612209873808,classical
census,semi-supervised,semi_cvnlp_taps_004,444,21.272102863048577,71.97592682712651,classical
glass,semi-supervised,semi_cvnlp_taps_004,444,37.590973242856975,87.70226537216827,classical
optdigits,semi-supervised,semi_cvnlp_taps_004,444,29.71403161599554,93.88656402158179,classical
speech,semi-supervised,semi_cvnlp_taps_004,444,4.201470250645975,52.7275686526272,classical
vertebral,semi-supervised,semi_cvnlp_taps_004,444,27.367596991148922,60.730158730158735,classical
Waveform,semi-supervised,semi_cvnlp_taps_004,444,19.698628077467397,80.58672248803829,classical
Wilt,semi-supervised,semi_cvnlp_taps_004,444,19.74485568879885,75.94431754793872,classical
WPBC,semi-supervised,semi_cvnlp_taps_004,444,36.48353306033057,52.603583426651745,classical
CIFAR10,semi-supervised,semi_cvnlp_taps_004,444,24.235187661499307,74.49307984790875,cv
SVHN,semi-supervised,semi_cvnlp_taps_004,444,15.03536109540191,64.42183321932717,cv
Agnews,semi-supervised,semi_cvnlp_taps_004,444,14.807387488613378,65.96431578947369,nlp
Amazon,semi-supervised,semi_cvnlp_taps_004,444,11.963790610954618,60.79347368421052,nlp
Imdb,semi-supervised,semi_cvnlp_taps_004,444,9.979047217761867,53.92183157894736,nlp
Yelp,semi-supervised,semi_cvnlp_taps_004,444,16.060345929223153,67.68581052631579,nlp
20newsgroups,semi-supervised,semi_cvnlp_taps_004,444,18.580689291816704,72.40657843518878,nlp
ALOI,semi-supervised,semi_cvnlp_taps_004,555,8.9171082220961,57.43357433158719,classical
celeba,semi-supervised,semi_cvnlp_taps_004,555,10.906097244192688,74.19414703345176,classical
census,semi-supervised,semi_cvnlp_taps_004,555,20.791031263399773,71.46775657576343,classical
glass,semi-supervised,semi_cvnlp_taps_004,555,25.916222885779128,88.56526429341963,classical
optdigits,semi-supervised,semi_cvnlp_taps_004,555,29.982292719707125,93.78707724700618,classical
speech,semi-supervised,semi_cvnlp_taps_004,555,3.667895961949149,51.27991825884097,classical
vertebral,semi-supervised,semi_cvnlp_taps_004,555,31.111502348055364,60.98412698412699,classical
Waveform,semi-supervised,semi_cvnlp_taps_004,555,16.269523697358018,74.98026315789474,classical
Wilt,semi-supervised,semi_cvnlp_taps_004,555,21.00287947796192,76.04726577359578,classical
WPBC,semi-supervised,semi_cvnlp_taps_004,555,40.97454579218274,59.12653975363942,classical
CIFAR10,semi-supervised,semi_cvnlp_taps_004,555,25.238268132234893,74.360608365019,cv
SVHN,semi-supervised,semi_cvnlp_taps_004,555,16.148643186802236,64.96688638766246,cv
Agnews,semi-supervised,semi_cvnlp_taps_004,555,13.750758493576457,63.11317894736842,nlp
Amazon,semi-supervised,semi_cvnlp_taps_004,555,12.00465261510932,61.12202105263157,nlp
Imdb,semi-supervised,semi_cvnlp_taps_004,555,9.218894503394406,51.06336842105264,nlp
Yelp,semi-supervised,semi_cvnlp_taps_004,555,15.883423164243727,68.18524210526316,nlp
20newsgroups,semi-supervised,semi_cvnlp_taps_004,555,21.75199266219994,75.18135815138541,nlp
ALOI,semi-supervised,ssts,111,10.999718383005229,59.39366425193426,classical
celeba,semi-supervised,ssts,111,10.052477773966332,73.49611419314735,classical
census,semi-supervised,ssts,111,20.60631185414153,70.96065035056485,classical
glass,semi-supervised,ssts,111,25.882009225637326,76.59115426105717,classical
optdigits,semi-supervised,ssts,111,31.416179049732474,93.95815238847217,classical
speech,semi-supervised,ssts,111,5.765613510217047,54.404890002079696,classical
vertebral,semi-supervised,ssts,111,33.4155445320371,68.69841269841271,classical
Waveform,semi-supervised,ssts,111,12.962341117889578,66.64683014354068,classical
Wilt,semi-supervised,ssts,111,51.753778279867625,89.65314891925686,classical
WPBC,semi-supervised,ssts,111,39.943473753465526,54.983202687569985,classical
CIFAR10,semi-supervised,ssts,111,26.38638717757101,75.28342205323193,cv
SVHN,semi-supervised,ssts,111,16.101574939145436,65.06560537280019,cv
Agnews,semi-supervised,ssts,111,15.30524877856948,64.68056842105263,nlp
Amazon,semi-supervised,ssts,111,12.54618549906709,62.085178947368426,nlp
Imdb,semi-supervised,ssts,111,9.495076545367695,50.5554947368421,nlp
Yelp,semi-supervised,ssts,111,18.69505709766745,70.66698947368421,nlp
20newsgroups,semi-supervised,ssts,111,22.01750430743492,74.82041119643301,nlp
ALOI,semi-supervised,ssts,222,11.617884282644077,58.99980017455177,classical
celeba,semi-supervised,ssts,222,12.640633470637994,78.27408399198117,classical
census,semi-supervised,ssts,222,20.790849293626124,71.32599876857903,classical
glass,semi-supervised,ssts,222,24.00272377227527,86.19201725997843,classical
optdigits,semi-supervised,ssts,222,33.27132200719386,94.18870904066326,classical
speech,semi-supervised,ssts,222,3.936169162341992,55.579467054876886,classical
vertebral,semi-supervised,ssts,222,22.585154180581092,53.55555555555556,classical
Waveform,semi-supervised,ssts,222,10.864875166265364,67.40011961722487,classical
Wilt,semi-supervised,ssts,222,58.45794638795719,90.19066318445216,classical
WPBC,semi-supervised,ssts,222,37.64433001424959,49.524076147816345,classical
CIFAR10,semi-supervised,ssts,222,24.46657438971835,74.17977186311786,cv
SVHN,semi-supervised,ssts,222,15.913017304306672,64.97108388781793,cv
Agnews,semi-supervised,ssts,222,14.755842593194696,64.86444210526314,nlp
Amazon,semi-supervised,ssts,222,12.345705946795116,61.50568421052631,nlp
Imdb,semi-supervised,ssts,222,9.607315190807785,51.88728421052632,nlp
Yelp,semi-supervised,ssts,222,17.411089527960332,67.24766315789473,nlp
20newsgroups,semi-supervised,ssts,222,21.89495094514051,73.8207296790403,nlp
ALOI,semi-supervised,ssts,333,11.041987016097554,58.32405269868741,classical
celeba,semi-supervised,ssts,333,11.9988468166825,76.40004206175983,classical
census,semi-supervised,ssts,333,20.18068616820739,70.7298512747083,classical
glass,semi-supervised,ssts,333,35.39140714229705,87.8101402373247,classical
optdigits,semi-supervised,ssts,333,33.695679568565204,94.3081984471641,classical
speech,semi-supervised,ssts,333,4.2965685132416525,55.08666913819138,classical
vertebral,semi-supervised,ssts,333,18.999128958549054,44.79365079365079,classical
Waveform,semi-supervised,ssts,333,9.080231745778718,65.14114832535886,classical
Wilt,semi-supervised,ssts,333,62.69498925824214,92.38711944552955,classical
WPBC,semi-supervised,ssts,333,36.574817809762,50.81187010078387,classical
CIFAR10,semi-supervised,ssts,333,22.779372777869643,73.13718631178708,cv
SVHN,semi-supervised,ssts,333,17.247689356493336,65.12623593060134,cv
Agnews,semi-supervised,ssts,333,14.776844719732976,64.39016842105264,nlp
Amazon,semi-supervised,ssts,333,12.477475357723439,62.25145263157895,nlp
Imdb,semi-supervised,ssts,333,9.196583691457763,50.262147368421054,nlp
Yelp,semi-supervised,ssts,333,17.29307255092212,68.2278947368421,nlp
20newsgroups,semi-supervised,ssts,333,20.500651914864072,73.22313245337769,nlp
ALOI,semi-supervised,ssts,444,10.908969596691618,57.925665209417396,classical
celeba,semi-supervised,ssts,444,13.403532812523233,74.50031838810254,classical
census,semi-supervised,ssts,444,20.78830947850279,71.30434812587538,classical
glass,semi-supervised,ssts,444,40.87483761890366,89.96763754045307,classical
optdigits,semi-supervised,ssts,444,33.60642767434157,94.58665613896565,classical
speech,semi-supervised,ssts,444,4.134189991969595,54.43744179107177,classical
vertebral,semi-supervised,ssts,444,21.396414388297792,52.06349206349207,classical
Waveform,semi-supervised,ssts,444,10.538055728152921,64.22727272727273,classical
Wilt,semi-supervised,ssts,444,44.62433162391017,89.57672670700441,classical
WPBC,semi-supervised,ssts,444,38.61896599697268,52.18365061590147,classical
CIFAR10,semi-supervised,ssts,444,25.63208726863518,74.76501901140684,cv
SVHN,semi-supervised,ssts,444,15.125142861241331,64.56392637273801,cv
Agnews,semi-supervised,ssts,444,14.03269954170565,62.22370526315789,nlp
Amazon,semi-supervised,ssts,444,11.96835798934981,60.447242105263165,nlp
Imdb,semi-supervised,ssts,444,9.752760849872402,52.14602105263159,nlp
Yelp,semi-supervised,ssts,444,15.71892345482197,66.36442105263157,nlp
20newsgroups,semi-supervised,ssts,444,18.42969147748439,71.68645387310237,nlp
ALOI,semi-supervised,ssts,555,10.71297470443047,58.418348438804315,classical
celeba,semi-supervised,ssts,555,12.92407494997049,77.02893346357365,classical
census,semi-supervised,ssts,555,20.589943621117573,71.19786157450459,classical
glass,semi-supervised,ssts,555,32.92821635070854,87.37864077669903,classical
optdigits,semi-supervised,ssts,555,33.14784034788633,94.33162258191868,classical
speech,semi-supervised,ssts,555,3.8186302421945566,52.80352282694203,classical
vertebral,semi-supervised,ssts,555,23.51057432378525,55.07936507936508,classical
Waveform,semi-supervised,ssts,555,12.557990633806195,67.46531100478468,classical
Wilt,semi-supervised,ssts,555,51.670013550814,90.84246959743577,classical
WPBC,semi-supervised,ssts,555,39.1898415796047,56.019036954087355,classical
CIFAR10,semi-supervised,ssts,555,26.315316399403194,74.50828897338404,cv
SVHN,semi-supervised,ssts,555,16.363038262238998,64.89879360736272,cv
Agnews,semi-supervised,ssts,555,15.395411921680862,65.31498947368421,nlp
Amazon,semi-supervised,ssts,555,12.382104302076286,61.24768421052631,nlp
Imdb,semi-supervised,ssts,555,8.94673539094696,49.37423157894737,nlp
Yelp,semi-supervised,ssts,555,16.48921195339766,67.85936842105264,nlp
20newsgroups,semi-supervised,ssts,555,20.782489022163013,74.26837467709403,nlp
ALOI,semi-supervised,taps,111,8.418532440095,57.48468778129795,classical
celeba,semi-supervised,taps,111,14.692434269389956,76.58699471582042,classical
census,semi-supervised,taps,111,20.526080400008173,71.49141434695929,classical
glass,semi-supervised,taps,111,28.249875196445768,77.56202804746495,classical
optdigits,semi-supervised,taps,111,15.25033392245509,84.32978023424135,classical
speech,semi-supervised,taps,111,3.441418232393656,48.136862188384434,classical
vertebral,semi-supervised,taps,111,23.29225730764126,53.84126984126985,classical
Waveform,semi-supervised,taps,111,10.675296269138917,67.80322966507177,classical
Wilt,semi-supervised,taps,111,40.678067587185716,88.44745205273816,classical
WPBC,semi-supervised,taps,111,41.046080577682915,56.606942889137734,classical
CIFAR10,semi-supervised,taps,111,24.202395592519153,73.94114068441066,cv
SVHN,semi-supervised,taps,111,15.23785935094498,63.76997699148064,cv
Agnews,semi-supervised,taps,111,13.875371498459987,63.02475789473684,nlp
Amazon,semi-supervised,taps,111,12.428533188354196,62.12728421052633,nlp
Imdb,semi-supervised,taps,111,9.470677595140813,50.8682947368421,nlp
Yelp,semi-supervised,taps,111,17.48217316768824,70.22858947368422,nlp
20newsgroups,semi-supervised,taps,111,19.981065298172844,72.47248664142397,nlp
ALOI,semi-supervised,taps,222,8.883858870192604,57.131365956614346,classical
celeba,semi-supervised,taps,222,12.829931388903882,74.69813382832625,classical
census,semi-supervised,taps,222,20.17107407104502,71.26314456111604,classical
glass,semi-supervised,taps,222,34.956514914618296,92.66450916936354,classical
optdigits,semi-supervised,taps,222,19.39160276403575,88.1010659297276,classical
speech,semi-supervised,taps,222,3.2989444722482766,50.451656072264974,classical
vertebral,semi-supervised,taps,222,23.044334797863364,54.25396825396825,classical
Waveform,semi-supervised,taps,222,12.58744490311295,67.7547846889952,classical
Wilt,semi-supervised,taps,222,43.00174905072407,90.15501085775405,classical
WPBC,semi-supervised,taps,222,37.42524285886306,50.36394176931691,classical
CIFAR10,semi-supervised,taps,222,23.14094019859885,73.23612167300381,cv
SVHN,semi-supervised,taps,222,15.289440333828491,64.70073378521236,cv
Agnews,semi-supervised,taps,222,15.003897238331549,65.56711578947369,nlp
Amazon,semi-supervised,taps,222,11.95251396464217,60.18711578947369,nlp
Imdb,semi-supervised,taps,222,9.481774434152157,51.94197894736842,nlp
Yelp,semi-supervised,taps,222,17.688057158633757,69.3864,nlp
20newsgroups,semi-supervised,taps,222,21.79387544497158,75.83867086591883,nlp
ALOI,semi-supervised,taps,333,8.307251901052782,56.73740108281312,classical
celeba,semi-supervised,taps,333,12.001044658540136,74.24340767662918,classical
census,semi-supervised,taps,333,19.956071593199297,70.90226775425835,classical
glass,semi-supervised,taps,333,36.506751152060076,90.0755124056095,classical
optdigits,semi-supervised,taps,333,18.405124598298876,87.70601394920384,classical
speech,semi-supervised,taps,333,3.9484537035629415,51.945421500456625,classical
vertebral,semi-supervised,taps,333,25.607858879576995,60.698412698412696,classical
Waveform,semi-supervised,taps,333,11.249506652607574,68.30861244019138,classical
Wilt,semi-supervised,taps,333,33.745067031669116,86.66125342663213,classical
WPBC,semi-supervised,taps,333,38.4335677826173,54.1993281075028,classical
CIFAR10,semi-supervised,taps,333,21.2369712885289,72.08045627376427,cv
SVHN,semi-supervised,taps,333,16.521898897898673,63.74634662023505,cv
Agnews,semi-supervised,taps,333,14.492806049962725,65.39562105263158,nlp
Amazon,semi-supervised,taps,333,12.365822836057072,61.836757894736834,nlp
Imdb,semi-supervised,taps,333,9.244504647589824,51.40418947368421,nlp
Yelp,semi-supervised,taps,333,17.513931878747986,68.85174736842106,nlp
20newsgroups,semi-supervised,taps,333,22.994747639958597,74.63330266463781,nlp
ALOI,semi-supervised,taps,444,8.754122531688308,57.218644609059574,classical
celeba,semi-supervised,taps,444,12.97843638801438,75.81509428555042,classical
census,semi-supervised,taps,444,21.28014158961867,71.85645027767306,classical
glass,semi-supervised,taps,444,41.53092636919532,87.05501618122977,classical
optdigits,semi-supervised,taps,444,15.426008987734654,85.00328990656666,classical
speech,semi-supervised,taps,444,3.1297681094399747,42.80017722640673,classical
vertebral,semi-supervised,taps,444,29.54687215954579,67.61904761904762,classical
Waveform,semi-supervised,taps,444,10.799377805964626,68.96172248803828,classical
Wilt,semi-supervised,taps,444,33.84868291955008,86.06829894049474,classical
WPBC,semi-supervised,taps,444,37.258768101263,50.81187010078387,classical
CIFAR10,semi-supervised,taps,444,23.491865163053653,73.97034220532319,cv
SVHN,semi-supervised,taps,444,14.435930304503298,63.41458864498476,cv
Agnews,semi-supervised,taps,444,13.61274451367089,62.9914947368421,nlp
Amazon,semi-supervised,taps,444,12.063745404093847,60.64536842105264,nlp
Imdb,semi-supervised,taps,444,9.206013043048817,50.288421052631584,nlp
